model_name,subgroup_dimension,subgroup_value,n,mae,median_absolute_error,rmse,actual_mean,predicted_mean,actual_sum,predicted_sum,actual_to_expected_ratio,calibration_error_abs
APR_DRG_SEVERITY_MEAN,hospital_key,115,1314,2.502263074554854,1.523252390282551,5.229914000228825,4.061643835616438,4.731201946272925,5337.0,6216.799357402624,0.858480335808971,0.14151966419102902
APR_DRG_SEVERITY_MEAN,hospital_key,116,1300,3.0906247713709485,1.8195382882882882,5.7375532015937845,5.337692307692308,6.001936577976936,6939.0,7802.517551370017,0.8893283423350461,0.1106716576649539
APR_DRG_SEVERITY_MEAN,hospital_key,117,17,6.432878323304224,5.277777777777779,8.244811462901103,12.705882352941176,7.293931939902207,216.0,123.99684297833753,1.7419798344199424,0.7419798344199424
APR_DRG_SEVERITY_MEAN,hospital_key,118,419,2.0434456570689634,1.1055718475073313,3.258689069935905,4.126491646778043,5.060473185518634,1729.0,2120.338264732308,0.8154359277283928,0.1845640722716072
APR_DRG_SEVERITY_MEAN,hospital_key,119,677,2.86242350069519,1.427777777777778,5.5176941853568175,4.867060561299852,5.240718243196125,3295.0,3547.966250643776,0.9287010549782215,0.07129894502177847
APR_DRG_SEVERITY_MEAN,hospital_key,120,695,2.7242736176611873,1.823529411764706,4.322188125957063,4.660431654676259,4.9360687526605345,3239.0,3430.5677830990717,0.9441585780514691,0.05584142194853092
APR_DRG_SEVERITY_MEAN,hospital_key,121,16,5.773092255433557,2.5,9.060188115879328,8.375,3.7214092423841345,134.0,59.54254787814615,2.25049153546857,1.2504915354685702
APR_DRG_SEVERITY_MEAN,hospital_key,122,1428,3.064505750288778,1.8219558832600267,5.912385972790531,4.492296918767507,5.55180782602412,6415.0,7927.981575562444,0.8091592972130354,0.19084070278696463
APR_DRG_SEVERITY_MEAN,hospital_key,123,615,2.718015652332683,1.494470774091627,6.099766778980176,4.4991869918699186,4.6169351836604395,2767.0,2839.4151379511704,0.974496459857778,0.025503540142222003
APR_DRG_SEVERITY_MEAN,hospital_key,124,941,2.4545064276402893,1.311897106109325,4.255771731163983,4.269925611052073,5.027444871672915,4018.0,4730.825624244213,0.8493232089149149,0.15067679108508514
APR_DRG_SEVERITY_MEAN,hospital_key,125,2826,2.6516515791502466,1.7491039426523294,4.283958702818725,4.483722576079264,5.6318046120951,12671.0,15915.479833780752,0.7961431343782477,0.20385686562175231
APR_DRG_SEVERITY_MEAN,hospital_key,126,309,7.616823368404798,6.428571428571429,9.96206938141367,14.974110032362459,8.34672108511305,4627.0,2579.136815299932,1.7940110708946313,0.7940110708946313
APR_DRG_SEVERITY_MEAN,hospital_key,127,399,10.839873028602305,5.558490566037737,19.92351243963183,19.81453634085213,13.853919678500402,7906.0,5527.71395172166,1.4302476700223605,0.43024767002236053
APR_DRG_SEVERITY_MEAN,hospital_key,128,244,4.189382623578093,2.2492112768226473,7.991934688706043,6.516393442622951,7.210761698853148,1590.0,1759.4258545201683,0.9037038963108939,0.09629610368910613
APR_DRG_SEVERITY_MEAN,hospital_key,129,611,2.645321591482129,1.2764465225014612,4.798673242082442,5.497545008183306,4.832823899449148,3359.0,2952.8554025634294,1.1375430023034616,0.13754300230346161
APR_DRG_SEVERITY_MEAN,hospital_key,130,896,2.2692370943611744,1.2974104590212023,4.016369098219915,5.119419642857143,4.605041062031673,4587.0,4126.116791580379,1.111699021549774,0.11169902154977396
APR_DRG_SEVERITY_MEAN,hospital_key,131,339,3.741853781707593,2.108552631578948,6.4946015302218,7.286135693215339,6.185448304275495,2470.0,2096.8669751493926,1.1779478761756088,0.1779478761756088
APR_DRG_SEVERITY_MEAN,hospital_key,132,838,2.379888119162572,1.3953738087781309,3.77578281201774,5.502386634844869,6.210285008131264,4611.0,5204.218836814,0.8860119346600794,0.11398806533992056
APR_DRG_SEVERITY_MEAN,hospital_key,133,1275,2.166867730875747,1.0160089731824207,4.945865044045163,3.556078431372549,4.6396270771530315,4534.0,5915.524523370115,0.7664578148713259,0.23354218512867408
APR_DRG_SEVERITY_MEAN,hospital_key,134,1406,2.8793196097076996,1.5407969639468693,5.295997032024961,5.181365576102418,5.546604985119834,7285.0,7798.526609078487,0.9341508165810865,0.06584918341891355
APR_DRG_SEVERITY_MEAN,hospital_key,135,40,2.0796459374775127,1.5,2.935861719319327,2.85,3.8760574908147403,114.0,155.04229963258962,0.7352832115503362,0.26471678844966384
APR_DRG_SEVERITY_MEAN,hospital_key,136,885,3.4970510212295642,1.6999999999999993,6.291754847795977,5.871186440677966,6.3421384024103595,5196.0,5612.7924861331685,0.9257424023491183,0.07425759765088169
